PRODUCT_ID_MASTER,PRODUCT_NAME_MASTER,UNIT_PRICE_MASTER,TRANSACTION_ID,TRANSACTION_DATE,PRODUCT_NAME,QUANTITY,UNIT_PRICE,TOTAL_PRICE,SIMILARITY
P073,タカラトミー ウルトラマンフィギュア,3000,R000010,2023-10-10,タカラトミーガンダムフィギュア【期間限定】,1,3000,3000,0.9230375525
P011,東芝 REGZA 43S32,70000,R000011,2023-11-11,東芝 ＲＥＧＺＡ ４３Ｓ３２【店頭】【半額セール】,2,70000,140000,0.9921915521
P012,明治 ミルクチョコレート,150,R000012,2023-12-12,ミルクチョコレート[期間限定],3,150,450,0.9999991194
P039,ロッテ ガーナミルクチョコレート,180,R000012,2023-12-12,ミルクチョコレート[期間限定],3,150,450,0.9080597368
P013,ライオン レノアハピネス,500,R000013,2023-01-13,ライオンレノアハピネス【半額セール】,4,500,2000,0.9764549918
P014,三菱エアコン MSZ-GV3519,90000,R000014,2023-02-14,三菱ｴｱｺﾝ MSZ-GV3519【店頭】＜期間限定＞,5,90000,450000,0.9981849372
P015,森永 エンゼルパイ,300,R000015,2023-03-15,森永 エンゼルパイ＜半額セール＞,1,300,300,0.9740228018
P016,日立 4Kスマートテレビ,80000,R000016,2023-04-16,日立4Kスマートテレビ【期間限定】,2,80000,160000,0.9974796223
P017,パナソニック 4Kプロジェクター,130000,R000017,2023-05-17,パナソニック 4Kプロジェクター【店頭】（半額セール）,3,130000,390000,0.9955548759
P018,シャープ 加湿器 HX-50,15000,R000018,2023-06-18,加湿器 HX-50［期間限定］,4,15000,60000,0.9985951712
P019,ソニー ワイヤレスヘッドホン WH-1000XM4,90000,R000019,2023-07-19,ソニーワイヤレスヘッドホンWH-1000XM4[半額セール],5,90000,450000,0.996627505
P020,パナソニック 掃除機 MC-CL883,75000,R000020,2023-08-20,パナソニック 掃除機 mc-cl883【店頭】[半額セール],1,75000,75000,0.9941297148
P021,東芝 ノンフロン冷蔵庫,85000,R000021,2023-09-21,東芝 ﾉﾝﾌﾛﾝ冷蔵庫［半額セール］,2,85000,170000,0.9913735708
P022,日立 ドラム式洗濯機,100000,R000022,2023-10-22,日立ドラム式洗濯機【半額セール】,3,100000,300000,0.9877143006
P023,パナソニック エアコン CS-XE,95000,R000023,2023-11-23,パナソニック エアコン CS-XE【店頭】【半額セール】,4,95000,380000,0.9903691028
P024,ソニー デジタルカメラ α7 III,200000,R000024,2023-12-24,デジタルカメラ α7 III（期間限定）,5,200000,1000000,0.9788087406
P092,ソニー デジタル一眼レフ α7R IV,250000,R000024,2023-12-24,デジタルカメラ α7 III（期間限定）,5,200000,1000000,0.9101510082
P025,キヤノン EOS R6,230000,R000025,2023-01-25,キヤノンeosr6［期間限定］,1,230000,230000,0.9563683821
P026,富士通 ノートパソコン FMV,80000,R000026,2023-02-26,富士通 ノートパソコン FMV【店頭】[期間限定],2,80000,160000,0.9840408313
P027,NEC ValueBook,85000,R000027,2023-03-27,NEC ValueBook＜半額セール＞,3,85000,255000,0.9497668503
P028,オリンパス OM-D E-M10,120000,R000028,2023-04-28,ｵﾘﾝパｽOM-DE-M10【閉店セール】,4,120000,480000,0.9601044753
P029,キャノン PIXMA iX6820,25000,R000029,2023-05-01,キャノン PIXMA iX6820【店頭】［期間限定］,5,25000,125000,0.959245821
P030,エプソン エコタンク ET-2750,35000,R000030,2023-06-02,エコタンク et-2750【半額セール】,1,35000,35000,0.9944406156
P031,リコー IM C200,40000,R000031,2023-07-03,リコーIMC200（期間限定）,2,40000,80000,0.9524252188
P032,京セラ DS-300,45000,R000032,2023-08-04,京セラ DS-300【店頭】【半額セール】,3,45000,135000,0.9902308427
P033,日清 どん兵衛,220,R000033,2023-09-05,日清 どん兵衛＜期間限定＞,4,220,880,0.9689082116
P034,サントリー ザ・プレミアムモルツ,500,R000034,2023-10-06,サントリーザ・プレミアムモルツ（期間限定）,5,500,2500,0.9748863657
P035,ヤクルト 1000,250,R000035,2023-11-07,ﾔｸﾙﾄ 1000【店頭】［期間限定］,1,250,250,0.9835514524
P036,ハウス食品 カレールウ,300,R000036,2023-12-08,カレールウ［半額セール］,2,300,600,0.9999989613
P037,マルちゃん 正麺,250,R000037,2023-01-09,マルちゃん正麺[期間限定],3,250,750,0.9786929003
P038,江崎グリコ ポッキー,150,R000038,2023-02-10,江崎グリコ ポッキー【店頭】【閉店セール】,4,150,600,0.9431192852
P039,ロッテ ガーナミルクチョコレート,180,R000039,2023-03-11,ロッテ ガーナミルクチョコレート[半額セール],5,180,900,0.9715188304
P040,クラシエ サッポロ一番,210,R000040,2023-04-12,クラシエサッポロ一番【半額セール】,1,210,210,0.9784041803
P041,カゴメ トマトジュース,180,R000041,2023-05-13,カゴメ トマトジュース【店頭】[閉店セール],2,180,360,0.9126875943
P042,ユニ・チャーム ソフィ,350,R000042,2023-06-14,ｿﾌィ【期間限定】,3,350,1050,0.9999990893
P043,P&G アリエール洗濯洗剤,800,R000043,2023-07-15,P&Gアリエール洗濯洗剤[閉店セール],4,800,3200,0.9910396588
P044,資生堂 TSUBAKIシャンプー,1200,R000044,2023-08-16,資生堂 ＴＳＵＢＡＫＩシャンプー【店頭】【半額セール】,5,1200,6000,0.9974042833
P045,大正製薬 サロンパス,400,R000045,2023-09-17,大正製薬 サロンパス【閉店セール】,1,400,400,0.98541988
P046,ロート製薬 ムヒ,500,R000046,2023-10-18,ロート製薬ムヒ［期間限定］,2,500,1000,0.9881892887
P047,カネボウ ハンドクリーム,700,R000047,2023-11-19,カネボウ ハンドクリーム【店頭】[期間限定],3,700,2100,0.9832328928
P048,花王 ソフィ 洗濯柔軟剤,300,R000048,2023-12-20,ソフィ 洗濯柔軟剤（半額セール）,4,300,1200,0.9866505805
P049,ユニクロ ジーンズ,3000,R000049,2023-01-21,ﾕﾆｸﾛジｰﾝズ［期間限定］,5,3000,15000,0.970491369
P050,無印良品 ウールブレンドコート,5000,R000050,2023-02-22,無印良品 ウールブレンドコート【店頭】＜期間限定＞,1,5000,5000,0.9911705353
P051,ユニクロ スウェットパーカー,2500,R000051,2023-03-23,ユニクロ スウェットパーカー（半額セール）,2,2500,5000,0.9541379051
P008,無印良品 オーガニックコットンシャツ,2500,R000052,2023-04-24,無印良品リネンシャツ＜半額セール＞,3,2800,8400,0.9213284669
P052,無印良品 リネンシャツ,2800,R000052,2023-04-24,無印良品リネンシャツ＜半額セール＞,3,2800,8400,0.9918182542
P053,ユニクロ ストレッチジャケット,3500,R000053,2023-05-25,ユニクロ ストレッチジャケット【店頭】（期間限定）,4,3500,14000,0.9826209999
P054,GU Tシャツ,1200,R000054,2023-06-26,Tシャツ[閉店セール],5,1200,6000,0.99999936
P055,無印良品 シンプルワンピース,4000,R000055,2023-07-27,無印良品シンプルワンピース＜期間限定＞,1,4000,4000,0.991487816
P056,パイロット G2 ジェルペン,150,R000056,2023-08-28,パｲﾛッﾄ G2 ジェﾙペﾝ【店頭】［半額セール］,2,150,300,0.9865971547
P057,三菱鉛筆 ユニ,120,R000057,2023-09-01,三菱鉛筆 ユニ【閉店セール】,3,120,360,0.9812758883
P058,コクヨ キャンパスノート,200,R000058,2023-10-02,コクヨキャンパスノート（半額セール）,4,200,800,0.9819036808
P059,ゼブラ マイルドライナー,180,R000059,2023-11-03,ゼブラ マイルドライナー【店頭】【半額セール】,5,180,900,0.967998625
P060,トンボ鉛筆 モノ消しゴム,100,R000060,2023-12-04,モノ消しゴム＜期間限定＞,1,100,100,0.9999988515
P061,Pentel EnerGel,180,R000061,2023-01-05,PentelEnerGel［期間限定］,2,180,360,0.9214038924
P009,パイロット フリクションボールペン,100,R000062,2023-02-06,パイロット フリクションペン【店頭】【閉店セール】,3,130,390,0.9595169385
P062,パイロット フリクションペン,130,R000062,2023-02-06,パイロット フリクションペン【店頭】【閉店セール】,3,130,390,0.9770873042
P063,ぺんてる シャープペンシル,160,R000063,2023-03-07,ぺんてる ｼャｰプペﾝｼﾙ（半額セール）,4,160,640,0.9785797448
P064,クラフトマン ボールペン,150,R000064,2023-04-08,クラフトマンボールペン＜半額セール＞,5,150,750,0.980173214
P065,プラス カラーペンセット,250,R000065,2023-05-09,プラス カラーペンセット【店頭】＜期間限定＞,1,250,250,0.9862562053
P066,タカラトミー プラレール,2800,R000066,2023-06-10,プラレール［期間限定］,2,2800,5600,0.9999993734
P067,バンダイ たまごっち,1200,R000067,2023-07-11,バンダイたまごっち【期間限定】,3,1200,3600,0.9836845197
P068,バンダイ 仮面ライダーアクションフィギュア,3200,R000068,2023-08-12,バンダイ 仮面ライダーアクションフィギュア【店頭】[閉店セール],4,3200,12800,0.9931284372
P072,バンダイ スーパーロボットアクションフィギュア,4000,R000068,2023-08-12,バンダイ 仮面ライダーアクションフィギュア【店頭】[閉店セール],4,3200,12800,0.942363405
P069,タカラトミー トミカ,1500,R000069,2023-09-13,タカラトミー トミカ[閉店セール],5,1500,7500,0.9460371183
P070,バンダイ トランスフォーマー,3500,R000070,2023-10-14,バﾝダｲﾄﾗﾝｽﾌォｰﾏｰ［半額セール］,1,3500,3500,0.9774817694
P071,バンダイ デジモンカード,500,R000071,2023-11-15,バンダイ デジモンカード【店頭】［半額セール］,2,500,1000,0.9834735009
P010,タカラトミー ガンダムフィギュア,3000,R000072,2023-12-16,スーパーロボットアクションフィギュア（半額セール）,3,4000,12000,0.902687538
P068,バンダイ 仮面ライダーアクションフィギュア,3200,R000072,2023-12-16,スーパーロボットアクションフィギュア（半額セール）,3,4000,12000,0.9267455228
P072,バンダイ スーパーロボットアクションフィギュア,4000,R000072,2023-12-16,スーパーロボットアクションフィギュア（半額セール）,3,4000,12000,0.9999992915
P073,タカラトミー ウルトラマンフィギュア,3000,R000072,2023-12-16,スーパーロボットアクションフィギュア（半額セール）,3,4000,12000,0.9005449748
P010,タカラトミー ガンダムフィギュア,3000,R000073,2023-01-17,タカラトミーウルトラマンフィギュア【期間限定】,4,3000,12000,0.9224168881
P073,タカラトミー ウルトラマンフィギュア,3000,R000073,2023-01-17,タカラトミーウルトラマンフィギュア【期間限定】,4,3000,12000,0.9897375777
P074,バンダイ ミニ四駆,2000,R000074,2023-02-18,バンダイ ミニ四駆【店頭】＜期間限定＞,5,2000,10000,0.9899111442
P075,ソニー ワイヤレススピーカー SRS-XB12,8000,R000075,2023-03-19,ソニー ワイヤレススピーカー srs-xb12［半額セール］,1,8000,8000,0.9954245491
P076,パナソニック ポータブルスピーカー,6000,R000076,2023-04-20,パナソニックポータブルスピーカー【半額セール】,2,6000,12000,0.987989176
P077,シャープ スマートウォッチ,18000,R000077,2023-05-21,ｼャｰプ ｽﾏｰﾄｳォッﾁ【店頭】［半額セール］,3,18000,54000,0.9759248102
P078,日立 デジタルサイネージ,95000,R000078,2023-06-22,デジタルサイネージ＜期間限定＞,4,95000,380000,0.9999989495
P079,パナソニック 電子レンジ,15000,R000079,2023-07-23,パナソニック電子レンジ[半額セール],5,15000,75000,0.9836082263
P080,ソニー ブルーレイプレーヤー,12000,R000080,2023-08-24,ソニー ブルーレイプレーヤー【店頭】[期間限定],1,12000,12000,0.9936185494
P081,LG OLED55C1,180000,R000081,2023-09-25,LG OLED55C1【期間限定】,2,180000,360000,0.9513697772
P082,東芝 LEDテレビ 55型,70000,R000082,2023-10-26,東芝LEDテレビ55型【閉店セール】,3,70000,210000,0.993779452
P083,パナソニック 冷蔵庫 NR-F603M,90000,R000083,2023-11-27,パナソニック 冷蔵庫 NR-F603M【店頭】［半額セール］,4,90000,360000,0.9947842912
P084,シャープ 空気清浄機,22000,R000084,2023-12-28,空気清浄機[閉店セール],5,22000,110000,0.999997974
P085,日立 炊飯器 RZ-Mシリーズ,30000,R000085,2023-01-01,日立炊飯器rz-mシリーズ【半額セール】,1,30000,30000,0.9927871262
P086,三菱 IHクッキングヒーター,45000,R000086,2023-02-02,三菱 IHクッキングヒーター【店頭】[期間限定],2,45000,90000,0.9955230582
P087,ソニー ゲーム機 PLAYSTATION5,50000,R000087,2023-03-03,ソニー ゲーム機 PLAYSTATION5【期間限定】,3,50000,150000,0.9725828721
P088,任天堂 SWITCH,40000,R000088,2023-04-04,任天堂ＳＷＩＴＣＨ＜半額セール＞,4,40000,160000,0.9953227999
P089,マイクロソフト Xbox Series X,55000,R000089,2023-05-05,マイクロソフト Xbox Series X【店頭】【半額セール】,5,55000,275000,0.9521460843
P090,パナソニック ビエラ ブルーレイレコーダー,35000,R000090,2023-06-06,ビエラ ブルーレイレコーダー［期間限定］,1,35000,35000,0.9867766571
P091,シャープ スマートフォン AQUOS R6,70000,R000091,2023-07-07,ｼャｰプｽﾏｰﾄﾌォﾝAQUOSR6【半額セール】,2,70000,140000,0.9559145488
P024,ソニー デジタルカメラ α7 III,200000,R000092,2023-08-08,ソニー デジタル一眼レフ α7R IV【店頭】[半額セール],3,250000,750000,0.919052909
P092,ソニー デジタル一眼レフ α7R IV,250000,R000092,2023-08-08,ソニー デジタル一眼レフ α7R IV【店頭】[半額セール],3,250000,750000,0.9568578858
P025,キヤノン EOS R6,230000,R000093,2023-09-09,キヤノン EOS 90D＜期間限定＞,4,150000,600000,0.9026270039
P093,キヤノン EOS 90D,150000,R000093,2023-09-09,キヤノン EOS 90D＜期間限定＞,4,150000,600000,0.9794857657
P094,富士フイルム X-T4,170000,R000094,2023-10-10,富士フイルムX-T4＜半額セール＞,5,170000,850000,0.9917191134
P095,オリンパス PEN-F,140000,R000095,2023-11-11,オリンパス pen-f【店頭】（半額セール）,1,140000,140000,0.993544399
P096,ニコン Z6 II,200000,R000096,2023-12-12,Z6 II［半額セール］,2,200000,400000,0.9743271453
P097,キャノン imagePROGRAF PRO-1000,300000,R000097,2023-01-13,キャノンimagePROGRAFPRO-1000［期間限定］,3,300000,900000,0.9815889467
P098,エプソン スキャナー Perfection V39,25000,R000098,2023-02-14,ｴプｿﾝ ｽｷャﾅｰ Perfection V39【店頭】（期間限定）,4,25000,100000,0.9803949122
P099,リコー MP C4504,80000,R000099,2023-03-15,リコー ＭＰ Ｃ４５０４（半額セール）,5,80000,400000,0.9662264915
P100,京セラ TASKalfa 2552ci,250000,R000100,2023-04-16,京セラtaskalfa2552ci（半額セール）,1,250000,250000,0.9748078996
P001,ソニー BRAVIA KJ-55X9500G,150000,R000101,2023-05-17,ソニー BRAVIA KJ-55X9500G【店頭】（半額セール）,2,150000,300000,0.9934091526
P002,パナソニック VIERA TH-55FX700M,120000,R000102,2023-06-18,VIERA TH-55FX700M［期間限定］,3,120000,360000,0.9340269953
P003,シャープ AQUOS 4T KJ-55X7000,110000,R000103,2023-07-19,シャープAQUOS4TKJ-55X7000（期間限定）,4,110000,440000,0.9810379297
P004,日清 カップヌードル,200,R000104,2023-08-20,日清 カップヌードル【店頭】[期間限定],5,200,1000,0.9767603981
P005,キリン 一番搾りビール,400,R000105,2023-09-21,ｷﾘﾝ 一番搾りビｰﾙ＜期間限定＞,1,400,400,0.9863029851
P006,花王 アタック洗剤,800,R000106,2023-10-22,花王アタック洗剤（半額セール）,2,800,1600,0.9846070943
P007,ユニクロ ヒートテックTシャツ,1500,R000107,2023-11-23,ユニクロ ヒートテックTシャツ【店頭】[閉店セール],3,1500,4500,0.9898462613
P008,無印良品 オーガニックコットンシャツ,2500,R000108,2023-12-24,オーガニックコットンシャツ【半額セール】,4,2500,10000,1
P009,パイロット フリクションボールペン,100,R000109,2023-01-25,パイロットフリクションボールペン＜期間限定＞,5,100,500,0.9749216855
P062,パイロット フリクションペン,130,R000109,2023-01-25,パイロットフリクションボールペン＜期間限定＞,5,100,500,0.9595800972
P010,タカラトミー ガンダムフィギュア,3000,R000110,2023-02-26,タカラトミー ガンダムフィギュア【店頭】【閉店セール】,1,3000,3000,0.984285938
P073,タカラトミー ウルトラマンフィギュア,3000,R000110,2023-02-26,タカラトミー ガンダムフィギュア【店頭】【閉店セール】,1,3000,3000,0.9230645375
P011,東芝 REGZA 43S32,70000,R000111,2023-03-27,東芝 REGZA 43S32[期間限定],2,70000,140000,0.9921925904
P012,明治 ミルクチョコレート,150,R000112,2023-04-28,明治ﾐﾙｸﾁョｺﾚｰﾄ【半額セール】,3,150,450,0.975573275
P013,ライオン レノアハピネス,500,R000113,2023-05-01,ライオン レノアハピネス【店頭】［半額セール］,4,500,2000,0.9764461675
P014,三菱エアコン MSZ-GV3519,90000,R000114,2023-06-02,MSZ-GV3519【半額セール】,5,90000,450000,0.9383386157
P015,森永 エンゼルパイ,300,R000115,2023-07-03,森永エンゼルパイ【期間限定】,1,300,300,0.974017491
P016,日立 4Kスマートテレビ,80000,R000116,2023-08-04,日立 4Kスマートテレビ【店頭】[閉店セール],2,80000,160000,0.9974743196
P017,パナソニック 4Kプロジェクター,130000,R000117,2023-09-05,パナソニック 4Kプロジェクター（期間限定）,3,130000,390000,0.9956013149
P018,シャープ 加湿器 HX-50,15000,R000118,2023-10-06,シャープ加湿器HX-50[期間限定],4,15000,60000,0.9943291271
P019,ソニー ワイヤレスヘッドホン WH-1000XM4,90000,R000119,2023-11-07,ｿﾆｰ ﾜｲﾔﾚｽﾍッドﾎﾝ WH-1000XM4【店頭】（半額セール）,5,90000,450000,0.9966136479
P020,パナソニック 掃除機 MC-CL883,75000,R000120,2023-12-08,掃除機 mc-cl883【半額セール】,1,75000,75000,0.9961144984
P021,東芝 ノンフロン冷蔵庫,85000,R000121,2023-01-09,東芝ノンフロン冷蔵庫［期間限定］,2,85000,170000,0.9913768486
P022,日立 ドラム式洗濯機,100000,R000122,2023-02-10,日立 ドラム式洗濯機【店頭】【期間限定】,3,100000,300000,0.9877049936
P023,パナソニック エアコン CS-XE,95000,R000123,2023-03-11,パナソニック エアコン CS-XE[半額セール],4,95000,380000,0.9903685119
P024,ソニー デジタルカメラ α7 III,200000,R000124,2023-04-12,ソニーデジタルカメラα7III［半額セール］,5,200000,1000000,0.9805576354
P092,ソニー デジタル一眼レフ α7R IV,250000,R000124,2023-04-12,ソニーデジタルカメラα7III［半額セール］,5,200000,1000000,0.918951375
P025,キヤノン EOS R6,230000,R000125,2023-05-13,キヤノン eos r6【店頭】［半額セール］,1,230000,230000,0.9563540401
P026,富士通 ノートパソコン FMV,80000,R000126,2023-06-14,ﾉｰﾄパｿｺﾝ FMV【半額セール】,2,80000,160000,0.9910138137
P027,NEC ValueBook,85000,R000127,2023-07-15,NECValueBook［半額セール］,3,85000,255000,0.9497981908
P028,オリンパス OM-D E-M10,120000,R000128,2023-08-16,オリンパス OM-D E-M10【店頭】[閉店セール],4,120000,480000,0.9600980028
P029,キャノン PIXMA iX6820,25000,R000129,2023-09-17,キャノン PIXMA iX6820[期間限定],5,25000,125000,0.9592148683
P030,エプソン エコタンク ET-2750,35000,R000130,2023-10-18,エプソンエコタンクet-2750[半額セール],1,35000,35000,0.9937934513
P031,リコー IM C200,40000,R000131,2023-11-19,リコー IM C200【店頭】＜半額セール＞,2,40000,80000,0.9524450231
P032,京セラ DS-300,45000,R000132,2023-12-20,ＤＳ－３００（期間限定）,3,45000,135000,1
P033,日清 どん兵衛,220,R000133,2023-01-21,日清どん兵衛[閉店セール],4,220,880,0.9689082116
P034,サントリー ザ・プレミアムモルツ,500,R000134,2023-02-22,サントリー ザ・プレミアムモルツ【店頭】[半額セール],5,500,2500,0.9748863657
P035,ヤクルト 1000,250,R000135,2023-03-23,ヤクルト 1000［期間限定］,1,250,250,0.9835514524
P036,ハウス食品 カレールウ,300,R000136,2023-04-24,ハウス食品カレールウ[半額セール],2,300,600,0.9874982923
P037,マルちゃん 正麺,250,R000137,2023-05-25,マルちゃん 正麺【店頭】[閉店セール],3,250,750,0.9786929003
P038,江崎グリコ ポッキー,150,R000138,2023-06-26,ポッキー［期間限定］,4,150,600,0.9999990012
P039,ロッテ ガーナミルクチョコレート,180,R000139,2023-07-27,ロッテガーナミルクチョコレート[閉店セール],5,180,900,0.9715188304
P040,クラシエ サッポロ一番,210,R000140,2023-08-28,ｸﾗｼｴ ｻッポﾛ一番【店頭】【期間限定】,1,210,210,0.9784041803
P041,カゴメ トマトジュース,180,R000141,2023-09-01,カゴメ トマトジュース[半額セール],2,180,360,0.9126875943
P042,ユニ・チャーム ソフィ,350,R000142,2023-10-02,ユニ・チャームソフィ＜期間限定＞,3,350,1050,0.9490593274
P043,P&G アリエール洗濯洗剤,800,R000143,2023-11-03,Ｐ＆Ｇ アリエール洗濯洗剤【店頭】（半額セール）,4,800,3200,0.9910396588
P044,資生堂 TSUBAKIシャンプー,1200,R000144,2023-12-04,TSUBAKIシャンプー＜半額セール＞,5,1200,6000,0.9999993024
P045,大正製薬 サロンパス,400,R000145,2023-01-05,大正製薬サロンパス＜期間限定＞,1,400,400,0.98541988
P046,ロート製薬 ムヒ,500,R000146,2023-02-06,ロート製薬 ムヒ【店頭】【閉店セール】,2,500,1000,0.9881892887
P047,カネボウ ハンドクリーム,700,R000147,2023-03-07,ｶﾈボｳ ﾊﾝドｸﾘｰﾑ【半額セール】,3,700,2100,0.9832328928
P006,花王 アタック洗剤,800,R000148,2023-04-08,花王ソフィ洗濯柔軟剤（半額セール）,4,300,1200,0.9109261034
P048,花王 ソフィ 洗濯柔軟剤,300,R000148,2023-04-08,花王ソフィ洗濯柔軟剤（半額セール）,4,300,1200,0.9750812985
P049,ユニクロ ジーンズ,3000,R000149,2023-05-09,ユニクロ ジーンズ【店頭】＜半額セール＞,5,3000,15000,0.970491369
P050,無印良品 ウールブレンドコート,5000,R000150,2023-06-10,ウールブレンドコート【半額セール】,1,5000,5000,0.9999989123
P051,ユニクロ スウェットパーカー,2500,R000151,2023-07-11,ユニクロスウェットパーカー[半額セール],2,2500,5000,0.9541379051
P008,無印良品 オーガニックコットンシャツ,2500,R000152,2023-08-12,無印良品 リネンシャツ【店頭】（半額セール）,3,2800,8400,0.9213284669
P052,無印良品 リネンシャツ,2800,R000152,2023-08-12,無印良品 リネンシャツ【店頭】（半額セール）,3,2800,8400,0.9918182542
P053,ユニクロ ストレッチジャケット,3500,R000153,2023-09-13,ユニクロ ストレッチジャケット【半額セール】,4,3500,14000,0.9826209999
P054,GU Tシャツ,1200,R000154,2023-10-14,ＧＵＴｼャﾂ［半額セール］,5,1200,6000,0.9361308506
P055,無印良品 シンプルワンピース,4000,R000155,2023-11-15,無印良品 シンプルワンピース【店頭】[期間限定],1,4000,4000,0.991487816
P056,パイロット G2 ジェルペン,150,R000156,2023-12-16,G2 ジェルペン＜期間限定＞,2,150,300,0.9701303292
P057,三菱鉛筆 ユニ,120,R000157,2023-01-17,三菱鉛筆ユニ[半額セール],3,120,360,0.9812758883
P058,コクヨ キャンパスノート,200,R000158,2023-02-18,コクヨ キャンパスノート【店頭】［期間限定］,4,200,800,0.9819036808
P059,ゼブラ マイルドライナー,180,R000159,2023-03-19,ゼブラ マイルドライナー【閉店セール】,5,180,900,0.967998625
P060,トンボ鉛筆 モノ消しゴム,100,R000160,2023-04-20,トンボ鉛筆モノ消しゴム（期間限定）,1,100,100,0.9768622432
P061,Pentel EnerGel,180,R000161,2023-05-21,Pentel EnerGel【店頭】［期間限定］,2,180,360,0.9215514101
P009,パイロット フリクションボールペン,100,R000162,2023-06-22,フリクションペン（半額セール）,3,130,390,0.9690742093
P062,パイロット フリクションペン,130,R000162,2023-06-22,フリクションペン（半額セール）,3,130,390,0.99999904
P063,ぺんてる シャープペンシル,160,R000163,2023-07-23,ぺんてるシャープペンシル＜期間限定＞,4,160,640,0.9785904557
P064,クラフトマン ボールペン,150,R000164,2023-08-24,クラフトマン ボールペン【店頭】[閉店セール],5,150,750,0.9802074394
P065,プラス カラーペンセット,250,R000165,2023-09-25,プラス カラーペンセット［半額セール］,1,250,250,0.9862562053
P066,タカラトミー プラレール,2800,R000166,2023-10-26,タカラトミープラレール[期間限定],2,2800,5600,0.9712520288
P067,バンダイ たまごっち,1200,R000167,2023-11-27,バンダイ たまごっち【店頭】［半額セール］,3,1200,3600,0.9836845197
P068,バンダイ 仮面ライダーアクションフィギュア,3200,R000168,2023-12-28,仮面ﾗｲダｰｱｸｼョﾝﾌィギュｱ＜半額セール＞,4,3200,12800,0.9999991172
P072,バンダイ スーパーロボットアクションフィギュア,4000,R000168,2023-12-28,仮面ﾗｲダｰｱｸｼョﾝﾌィギュｱ＜半額セール＞,4,3200,12800,0.9267697207
P069,タカラトミー トミカ,1500,R000169,2023-01-01,タカラトミートミカ【閉店セール】,5,1500,7500,0.9460371183
P070,バンダイ トランスフォーマー,3500,R000170,2023-02-02,バンダイ トランスフォーマー【店頭】＜半額セール＞,1,3500,3500,0.9774817694
P071,バンダイ デジモンカード,500,R000171,2023-03-03,バンダイ デジモンカード［半額セール］,2,500,1000,0.9834735009
P068,バンダイ 仮面ライダーアクションフィギュア,3200,R000172,2023-04-04,バンダイスーパーロボットアクションフィギュア［期間限定］,3,4000,12000,0.9427952327
P072,バンダイ スーパーロボットアクションフィギュア,4000,R000172,2023-04-04,バンダイスーパーロボットアクションフィギュア［期間限定］,3,4000,12000,0.9952446058
P010,タカラトミー ガンダムフィギュア,3000,R000173,2023-05-05,タカラトミー ウルトラマンフィギュア【店頭】［半額セール］,4,3000,12000,0.9224168881
P073,タカラトミー ウルトラマンフィギュア,3000,R000173,2023-05-05,タカラトミー ウルトラマンフィギュア【店頭】［半額セール］,4,3000,12000,0.9897375777
P074,バンダイ ミニ四駆,2000,R000174,2023-06-06,ミニ四駆[閉店セール],5,2000,10000,0.9999984072
P075,ソニー ワイヤレススピーカー SRS-XB12,8000,R000175,2023-07-07,ｿﾆｰﾜｲﾔﾚｽｽピｰｶｰsrs-xb12【半額セール】,1,8000,8000,0.9954245491
P076,パナソニック ポータブルスピーカー,6000,R000176,2023-08-08,パナソニック ポータブルスピーカー【店頭】＜半額セール＞,2,6000,12000,0.987989176
P077,シャープ スマートウォッチ,18000,R000177,2023-09-09,シャープ スマートウォッチ【閉店セール】,3,18000,54000,0.9759248102
